tech_id,chain,category,era,localized_name,description,prerequisite,direct_modifiers,unlocks,implementation_note,unlocks_named
tech_chemicals_16,tech_chemicals,production,16,Atomic-Scale Manufacturing Chemistry,"Manufacturing learns to place atoms and molecules with industrial reliability. Material purity, crystal structure, catalytic surfaces, and composite boundaries can be created deliberately instead of emerging imperfectly from bulk processing.",tech_chemicals_15,,PM:pm_modern_furniture_goods_manufacturing_3 | PM:pm_modern_groceries_goods_manufacturing_3 | PM:pm_modern_liquor_goods_manufacturing_2,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_furniture_goods_manufacturing_3` — Adaptive Material Furnishings<br>PM `pm_modern_groceries_goods_manufacturing_3` — Cellular Food Processing<br>PM `pm_modern_liquor_goods_manufacturing_2` — Synthetic Fermentation
tech_chemicals_17,tech_chemicals,production,17,Self-Healing Structural Materials,"Structures contain chemistries that close cracks, restore coatings, neutralize corrosion, and replace damaged bonds after stress. The useful life of buildings, vehicles, machines, and consumer goods becomes a property designed into the material itself.",tech_chemicals_16,,PM:pm_modern_clothes_goods_manufacturing_3 | PM:pm_modern_steel_goods_manufacturing_4 | PM:pm_modern_pharmaceuticals_goods_manufacturing_3,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_clothes_goods_manufacturing_3` — Self-Repairing Garments<br>PM `pm_modern_steel_goods_manufacturing_4` — Self-Healing Structural Alloys<br>PM `pm_modern_pharmaceuticals_goods_manufacturing_3` — Cellular Therapeutics
tech_chemicals_18,tech_chemicals,production,18,Synthetic Molecular Ecologies,Engineered chemical and biological processes are arranged into synthetic ecologies in which the waste of one reaction becomes the feedstock of another. Large industrial complexes begin to imitate the closed material cycles of living systems.,tech_chemicals_17,,PM:pm_modern_industrial_chemicals_goods_manufacturing_5 | PM:pm_modern_plastics_goods_manufacturing_3 | PM:pm_modern_rubber_goods_manufacturing_2,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_industrial_chemicals_goods_manufacturing_5` — Synthetic Molecular Reagents<br>PM `pm_modern_plastics_goods_manufacturing_3` — Self-Healing Polymers<br>PM `pm_modern_rubber_goods_manufacturing_2` — Self-Healing Elastomers
tech_chemicals_19,tech_chemicals,production,19,Quantum Molecular Engineering,"Quantum effects become practical variables in molecular design, enabling catalysts and materials optimized through direct control of electronic states. Chemical engineering advances from manipulating substances to manipulating the rules by which substances interact.",tech_chemicals_18,,PM:pm_modern_computers_goods_manufacturing_5 | PM:pm_modern_circuit_boards_goods_manufacturing_5,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_computers_goods_manufacturing_5` — Quantum-Molecular Computers<br>PM `pm_modern_circuit_boards_goods_manufacturing_5` — Quantum Circuit Substrates
tech_chemicals_20,tech_chemicals,production,20,Universal Materials Synthesis,"General-purpose synthesis platforms can construct an enormous range of materials from common molecular feedstocks. Specialized supply chains do not disappear, but an increasing share of industrial scarcity becomes a question of energy, information, and fabrication capacity.",tech_chemicals_19,,PM:pm_modern_furniture_goods_manufacturing_4 | PM:pm_modern_groceries_goods_manufacturing_4 | PM:pm_modern_clothes_goods_manufacturing_4 | PM:pm_modern_steel_goods_manufacturing_5 | PM:pm_modern_industrial_chemicals_goods_manufacturing_6 | PM:pm_modern_plastics_goods_manufacturing_4 | PM:pm_modern_computers_goods_manufacturing_6 | PM:pm_modern_circuit_boards_goods_manufacturing_6 | PM:pm_modern_liquor_goods_manufacturing_3 | PM:pm_modern_pharmaceuticals_goods_manufacturing_4 | PM:pm_modern_rubber_goods_manufacturing_3,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_furniture_goods_manufacturing_4` — Programmable Interior Fabrication<br>PM `pm_modern_groceries_goods_manufacturing_4` — Molecular Food Fabrication<br>PM `pm_modern_clothes_goods_manufacturing_4` — Programmable Clothing<br>PM `pm_modern_steel_goods_manufacturing_5` — Programmable Structural Metals<br>PM `pm_modern_industrial_chemicals_goods_manufacturing_6` — Universal Chemical Feedstocks<br>PM `pm_modern_plastics_goods_manufacturing_4` — Universal Molecular Polymers<br>PM `pm_modern_computers_goods_manufacturing_6` — Substrate-Independent Computers<br>PM `pm_modern_circuit_boards_goods_manufacturing_6` — Matter-Embedded Circuitry<br>PM `pm_modern_liquor_goods_manufacturing_3` — Programmable Beverage Synthesis<br>PM `pm_modern_pharmaceuticals_goods_manufacturing_4` — Programmable Molecular Medicine<br>PM `pm_modern_rubber_goods_manufacturing_3` — Programmable Elastomers
tech_communication_infrastructure_11,tech_communication_infrastructure,production,11,Terabit Mesh Networks,"Self-routing terabit meshes make enormous bandwidth ordinary even far from traditional backbone infrastructure. Networks continuously rebuild around congestion and damage, treating every terminal, vehicle, and building as a potential relay.",tech_communication_infrastructure_10,,PM:pm_modern_internet_services_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_6` — Terabit Mesh Services
tech_communication_infrastructure_12,tech_communication_infrastructure,production,12,Photonic Communications,"Photonic switching moves data without repeatedly converting light into electrical signals. Vast volumes of information cross cities and continents with far lower latency and heat, turning the network itself into something closer to an optical machine.",tech_communication_infrastructure_11,,PM:pm_modern_internet_services_7,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_7` — Photonic Network Services
tech_communication_infrastructure_13,tech_communication_infrastructure,production,13,Ambient Network Computing,"Computation and connectivity fade into the environment as buildings, streets, appliances, and vehicles participate automatically in shared information spaces. 'Going online' becomes an anachronism in a world where the physical environment is already networked.",tech_communication_infrastructure_12,,PM:pm_modern_internet_services_8,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_8` — Ambient Network Services
tech_communication_infrastructure_14,tech_communication_infrastructure,production,14,Neural Interface Networks,"Neural interfaces add human sensory and cognitive systems directly to communications networks. Information can be exchanged as richer streams of intention, sensation, and structured thought rather than being reduced to screens, keyboards, and speech.",tech_communication_infrastructure_13,,PM:pm_modern_internet_services_9,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_9` — Neural Interface Services
tech_communication_infrastructure_15,tech_communication_infrastructure,production,15,Planetary Quantum Networking,"Quantum repeaters, conventional photonics, and autonomous routing combine into networks that span the planet with extremely strong security and precise synchronization. Critical communications cease to depend on a few vulnerable trunks and terrestrial chokepoints.",tech_communication_infrastructure_14,,PM:pm_modern_internet_services_10,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_10` — Quantum-Secured Network Services
tech_communication_infrastructure_16,tech_communication_infrastructure,production,16,Holographic Telepresence,"Volumetric capture and display make remote presence spatial, persistent, and socially convincing. Meetings, medical consultations, training, entertainment, and commerce can occupy a shared room even when the participants are separated by oceans.",tech_communication_infrastructure_15,,PM:pm_modern_internet_services_11,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_11` — Holographic Telepresence Services
tech_communication_infrastructure_17,tech_communication_infrastructure,production,17,Autonomous Knowledge Networks,"Networks no longer merely carry information; autonomous agents curate, negotiate, translate, and act upon it. Institutions begin communicating through machine representatives operating continuously at speeds no human bureaucracy could sustain.",tech_communication_infrastructure_16,,PM:pm_modern_internet_services_12,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_12` — Autonomous Knowledge Networks
tech_communication_infrastructure_18,tech_communication_infrastructure,production,18,Entanglement-Secured Communications,Entanglement-assisted security and quantum key infrastructure make interception detectable and high-value communications extraordinarily difficult to compromise. States and corporations rebuild their most sensitive command networks around trust rooted in physics rather than secrecy alone.,tech_communication_infrastructure_17,,PM:pm_modern_internet_services_13,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_13` — Entanglement-Secured Network Services
tech_communication_infrastructure_19,tech_communication_infrastructure,production,19,Interplanetary Communications Architecture,"Delay-tolerant protocols, orbital relays, and autonomous routing extend the information economy across the inner Solar System. Networks learn to remain coherent when a message may need minutes, not milliseconds, to reach the other side.",tech_communication_infrastructure_18,,PM:pm_modern_internet_services_14,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_14` — Interplanetary Network Services
tech_communication_infrastructure_20,tech_communication_infrastructure,production,20,Ubiquitous Cognitive Network,"Connectivity becomes a cognitive utility woven through people, machines, institutions, and infrastructure. Information moves to where it is needed before users explicitly request it, and the distinction between communications network and distributed intelligence begins to disappear.",tech_communication_infrastructure_19,,PM:pm_modern_internet_services_15,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_internet_services_15` — Ubiquitous Cognitive Networking
tech_construction_infrastructure_11,tech_construction_infrastructure,production,11,Autonomous Construction Fleets,"Autonomous earthmovers, cranes, haulers, and survey systems coordinate entire worksites with minimal direct supervision. Construction capacity becomes less dependent on assembling immense temporary workforces for every new project.",tech_construction_infrastructure_10,state_building_hydroelectric_power_plant_max_level_add=5; state_building_construction_sector_max_level_add=1; building_group_bg_manufacturing_construction_efficiency_add=0.50; building_group_bg_agriculture_construction_efficiency_add=0.50; building_group_bg_ranching_construction_efficiency_add=0.50; building_group_bg_whaling_construction_efficiency_add=0.50; building_group_bg_fishing_construction_efficiency_add=0.50; building_group_bg_extraction_construction_efficiency_add=0.50; building_group_bg_urban_center_construction_efficiency_add=0.50; building_group_bg_service_construction_efficiency_add=0.50; building_group_bg_military_construction_efficiency_add=0.50; building_group_bg_infrastructure_construction_efficiency_add=0.50; building_group_bg_urban_facilities_construction_efficiency_add=0.50,PM:pm_modern_construction_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_construction_6` — Autonomous Construction Systems
tech_construction_infrastructure_12,tech_construction_infrastructure,production,12,Self-Sensing Structures,"Structures are filled with sensors that track load, fatigue, corrosion, moisture, and microscopic movement throughout their lives. Engineers can reinforce a bridge or tower because it reports what is failing, rather than after damage becomes visible.",tech_construction_infrastructure_11,state_building_hydroelectric_power_plant_max_level_add=5; state_building_construction_sector_max_level_add=1; building_group_bg_manufacturing_construction_efficiency_add=0.50; building_group_bg_agriculture_construction_efficiency_add=0.50; building_group_bg_ranching_construction_efficiency_add=0.50; building_group_bg_whaling_construction_efficiency_add=0.50; building_group_bg_fishing_construction_efficiency_add=0.50; building_group_bg_extraction_construction_efficiency_add=0.50; building_group_bg_urban_center_construction_efficiency_add=0.50; building_group_bg_service_construction_efficiency_add=0.50; building_group_bg_military_construction_efficiency_add=0.50; building_group_bg_infrastructure_construction_efficiency_add=0.50; building_group_bg_urban_facilities_construction_efficiency_add=0.50,PM:pm_modern_construction_size_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_construction_size_6` — Autonomous Construction Crews
